lea,candidate,gender,vote_share,party
ENNISCORTHY,"Cahill-Flynn, Brendan",M,0.023016084599662312,GRN
ENNISCORTHY,"Doyle, Eamonn",M,0.026304096685328356,NON-P
ENNISCORTHY,"KEHOE, PAT",M,0.08326668443970497,FG
ENNISCORTHY,"* MURPHY, BARBARA-ANNE",F,0.1190793566160135,FF
ENNISCORTHY,"Nolan, Colette",F,0.06158357771260997,SF
ENNISCORTHY,"* O ROURKE, JOHN",M,0.1032613525282147,NON-P
ENNISCORTHY,"Ó Súilleabháin, Alfie",M,0.024526792855238604,SF
ENNISCORTHY,"* OWENS, JACKSER",M,0.10139518350662045,NON-P
ENNISCORTHY,"Wall, Majella",F,0.05305251932817915,NON-P
ENNISCORTHY,"Wheelock, Cyril",M,0.05865102639296188,NON-P
GOREY,"BOLAND, NICKY",M,0.11680167232819441,NON-P
GOREY,"* Bolger, Andrew",M,0.07412246320006968,FF
GOREY,"Byrne, Cillian",M,0.03910809162964898,NON-P
GOREY,"* DONOHOE, ANTHONY",M,0.10234300148070725,FG
GOREY,"Fitzpatrick, Lorna",F,0.037017681386638794,LAB
GOREY,"Fleming, Jimmy",M,0.08509711697587319,NON-P
GOREY,"Hudson, Aisling",F,0.01158435676334814,PBP
GOREY,"* KENNY, DONAL",M,0.14824492640013937,FF
GOREY,"MCDONALD, DARRAGH",M,0.09276195453357722,FG
GOREY,"McGovern, Darren",M,0.03388206602212351,IF
GOREY,"Molloy, Kevin",M,0.04537932235867956,SF
GOREY,"* Ó SÚILLEABHÁIN, FIONNTÁN",M,0.07438376448044595,SF
GOREY,"* SULLIVAN, JOE",M,0.11053044159916384,FF
GOREY,"Walsh, Ann",F,0.02874314084139012,GRN
KILMUCKRIDGE,"* BREEN, PIP",M,0.1951121794871795,FF
KILMUCKRIDGE,"* FARRELL, MARY",F,0.2297008547008547,NON-P
KILMUCKRIDGE,"KAVANAGH, PADDY",M,0.12206196581196581,NON-P
KILMUCKRIDGE,"* Kavanagh, Willie",M,0.14703525641025642,FF
KILMUCKRIDGE,"Kenny, Declan",M,0.12299679487179487,SF
KILMUCKRIDGE,"* WALSH, OLIVER",M,0.1830929487179487,FG
NEW ROSS,"* BARDEN, PAT",M,0.15492498369210697,NON-P
NEW ROSS,"* Connick, ANThony",M,0.066617742987606,NON-P
NEW ROSS,"DWYER, JOHN",M,0.08276255707762557,NON-P
NEW ROSS,"* FLEMING, JOHN",M,0.10746901500326157,FF
NEW ROSS,"Flynn, Anne",F,0.011660143509458577,NON-P
NEW ROSS,"Forte, Raymond",M,0.011823222439660795,NON-P
NEW ROSS,"Furlong, James",M,0.010926288323548597,NON-P
NEW ROSS,"Goodison, Kayley",F,0.06515003261578604,SF
NEW ROSS,"Lyng Maloney, Bridín",F,0.037752772341813436,LAB
NEW ROSS,"* MURPHY, BRIDÍN",F,0.08292563600782779,FG
NEW ROSS,"MURPHY, MARTY",M,0.10534898891063274,NON-P
NEW ROSS,"* SHEEHAN, MICHAEL",M,0.10526744944553164,FF
NEW ROSS,"Twomey, Harry",M,0.06580234833659492,FG
NEW ROSS,"* Whelan, Michael",M,0.09156881930854534,FF
ROSSLARE,"Barden, Jack",M,0.042826552462526764,NON-P
ROSSLARE,"Boyse, Simon",M,0.04749854000389332,FF
ROSSLARE,"* CARTHY, GER",M,0.18960482772045942,NON-P
ROSSLARE,"* CODD, JIM",M,0.23895269612614367,ANT
ROSSLARE,"Corish, Damien",M,0.032606579715787426,LAB
ROSSLARE,"Druhan, Joe",M,0.06832781779248588,NON-P
ROSSLARE,"Fitzharris, Willie",M,0.018979949386801635,FG
ROSSLARE,"* MCDONALD, LISA",F,0.10755304652520926,FF
ROSSLARE,"Murphy, Jason",M,0.01216663422230874,TNP
ROSSLARE,"O'BRIEN, AOIFE ROSE",F,0.057231847381740315,SF
ROSSLARE,"Roche, Mick",M,0.047109207708779445,SF
ROSSLARE,"* STAPLES, FRANK",M,0.13714230095386412,FG
WEXFORD,"Clancy Barron, Vicky",F,0.03615620886353664,LAB
WEXFORD,"* FORDE, TOM",M,0.10092145677928917,SF
WEXFORD,"* Hynes, Davy",M,0.04300131636682756,SF
WEXFORD,"* KELLY, LEONARD",M,0.11768319438350154,NON-P
WEXFORD,"* LAFFAN, GARRY",M,0.12391399736726634,FF
WEXFORD,"* LAWLOR, GEORGE",M,0.20719613865730582,LAB
WEXFORD,"Moloney, Emmet",M,0.036858271171566474,FF
WEXFORD,"O'Neill, Michelle",F,0.03229486616937253,NON-P
WEXFORD,"Power, Stephen",M,0.012724879333040808,TIP
WEXFORD,"Ryan, Dave",M,0.045985081175954366,NON-P
WEXFORD,"SHANNON, RAYMOND",M,0.04449319877139096,NON-P
WEXFORD,"Smyth, Lorraine",F,0.023168056164984643,SF
WEXFORD,"STAPLES, ROBBIE",M,0.138306274681878,FG
WEXFORD,"WALSH, CATHERINE BIDDY",F,0.03729706011408512,LAB
ARKLOW,"* Annesley, Tommy",M,0.05746007012076354,FF
ARKLOW,"Bodley, Viktoria",F,0.012271133619010518,NON-P
ARKLOW,"* BOURKE, SLYVESTER",M,0.0913517724970783,FG
ARKLOW,"Busher, Shiela",F,0.04168289832489287,SF
ARKLOW,"Farrell, Lorraine",F,0.02230229840280483,PBP
ARKLOW,"* FITZGERALD, PAT",M,0.09894818854694196,FF
ARKLOW,"Kearon, Laurie Way",F,0.03944292948967666,FG
ARKLOW,"* KENNEDY, PAT",M,0.2718153486560187,FF
ARKLOW,"* LEONARD, PEIR",F,0.19721464744838332,NON-P
ARKLOW,"* MURPHY, MIRIAM",F,0.04996104402025711,NON-P
ARKLOW,"O'Gorman, David",M,0.04850019477989871,INDI
ARKLOW,"O'TOOLE, WARREN",M,0.06904947409427348,SF
BALTINGLASS,"Burke, Kieran",M,0.05872332795409718,FF
BALTINGLASS,"Byrne, Connor",M,0.025820333512641205,SF
BALTINGLASS,"* CRONIN, AVRIL",F,0.10059171597633136,FG
BALTINGLASS,"* GLENNON, PATSY",M,0.07082660928814775,FF
BALTINGLASS,"Kinsella, Aidan",M,0.055585440200824815,SF
BALTINGLASS,"McCormack, Deirdre",F,0.07001972386587771,SD
BALTINGLASS,"McNulty, ANThony",M,0.0228617536309844,PBP
BALTINGLASS,"MULHALL, JASON",M,0.06473014165321858,NON-P
BALTINGLASS,"* Mullen, John",M,0.08077819616281155,FF
BALTINGLASS,"* O'NEILL, GERRY",M,0.1804733727810651,NON-P
BALTINGLASS,"PlANT, Dominic",M,0.004303388918773534,NON-P
BALTINGLASS,"STAPLETON, PETER",M,0.12309485386408463,FG
BALTINGLASS,"* TIMMINS, EDWARD",M,0.14219114219114218,FG
BRAY EAST,"Cahill, Denise",F,0.1086286594761171,SF
BRAY EAST,"Cremins, Finnian",M,0.024961479198767334,TIP
BRAY EAST,"Donnelly, Lee",M,0.005238828967642527,NON-P
BRAY EAST,"* DOYLE, ERIKA",F,0.14791987673343607,GRN
BRAY EAST,"DUDDY, MALACHAÍ",M,0.09460708782742681,NON-P
BRAY EAST,"* Ferris, Anne",F,0.07519260400616333,LAB
BRAY EAST,"Fitzgerald Doyle, Fergal",M,0.08567026194144839,FF
BRAY EAST,"* FLYNN KENNEDY, AOIFE",F,0.1716486902927581,FG
BRAY EAST,"Hayes, Frank",M,0.02049306625577812,PBP
BRAY EAST,"Hogan, Ciarán",M,0.06533127889060092,ANT
BRAY EAST,"McAllorum, Aaron",M,0.06194144838212635,SD
BRAY EAST,"NEARY, IAN",M,0.13836671802773498,INDI
BRAY WEST,"* BEHAN, JOE",M,0.34400899002668917,NON-P
BRAY WEST,"Carry, Rob",M,0.06573957016434892,NON-P
BRAY WEST,"* CORRIGAN, MELANIE",F,0.24469728894507656,FG
BRAY WEST,"Flood, Colm Joseph",M,0.008568619188088215,NON-P
BRAY WEST,"Kenna, Bryan",M,0.035257760921477733,LAB
BRAY WEST,"Manning, Keith",M,0.05000702345835089,NON-P
BRAY WEST,"* O'BRIEN, DERMOT 'DAISY'",M,0.07964601769911504,SF
BRAY WEST,"Pigot, Alex",M,0.05351875263379688,GRN
BRAY WEST,"* Ryan, Mick",M,0.0464952942829049,SF
BRAY WEST,"WINSTANLEY, CAROLINE",F,0.07206068268015171,SD
GREYSTONES,"BARRY, MARK",M,0.09463971880492092,SD
GREYSTONES,"Burke, Anne Waithira",F,0.033919156414762744,LAB
GREYSTONES,"Commons, Jack",M,0.09147627416520211,FF
GREYSTONES,"FENELON GASKIN, LOUISE",F,0.11282952548330404,FG
GREYSTONES,"FINN, ORLA",F,0.11151142355008788,NON-P
GREYSTONES,"Fogarty, Brian",M,0.020738137082601055,SF
GREYSTONES,"* FORTUNE, TOM",M,0.12486818980667838,NON-P
GREYSTONES,"Goldsmith, ANTony",M,0.02530755711775044,IFP
GREYSTONES,"Keddy, Charlie",M,0.009490333919156414,NON-P
GREYSTONES,"Kelly, Esther",F,0.02179261862917399,SF
GREYSTONES,"Lennon, Aileen",F,0.051230228471001754,FG
GREYSTONES,"McConnell, Kellie",F,0.028646748681898065,PBP
GREYSTONES,"* SCOTT, LOURDA",F,0.09261862917398946,GRN
GREYSTONES,"* STOKES, STEPHEN",M,0.18093145869947275,NON-P
WICKLOW,"ALVEY, DANNY",M,0.14235772357723578,SD
WICKLOW,"Casey-Shortt, Sonia",F,0.07788617886178861,FF
WICKLOW,"* DUNNE, GAIL",M,0.10544715447154472,FF
WICKLOW,"Fahey McCarthy, Mia",F,0.023658536585365854,GRN
WICKLOW,"Hill, ANThony",M,0.044715447154471545,SF
WICKLOW,"* Kavanagh, Mary",F,0.052113821138211384,NON-P
WICKLOW,"Kavanagh, Tim",M,0.01024390243902439,NON-P
WICKLOW,"LANGRELL, SHANE",M,0.111869918699187,FG
WICKLOW,"Larkin, John",M,0.06186991869918699,NON-P
WICKLOW,"* O'BRIEN, PAUL",M,0.08495934959349594,LAB
WICKLOW,"O'Loughlin, Abbie",F,0.03333333333333333,SF
WICKLOW,"RICHMOND, GRAHAM",M,0.07934959349593496,FG
WICKLOW,"* SNELL, JOHN",M,0.1721951219512195,NON-P
