lea,candidate,gender,vote_share,party
BALLYMOTE-TOBERCURRY,"Cleary, Patrick",M,0.06210565384139552,FG
BALLYMOTE-TOBERCURRY,"* Connolly, Martin",M,0.06866262526289744,FG
BALLYMOTE-TOBERCURRY,"Conway, James",M,0.0368674996907089,IFP
BALLYMOTE-TOBERCURRY,"GALLAGHER, BARRY",M,0.07707534331312632,FF
BALLYMOTE-TOBERCURRY,"Gorman, Jason",M,0.021341086230360014,SF
BALLYMOTE-TOBERCURRY,"Hendrick, Emma",F,0.012557218854385748,PBP
BALLYMOTE-TOBERCURRY,"Henry, Keith",M,0.06556971421501917,FF
BALLYMOTE-TOBERCURRY,"* MULLANEY, GERARD",M,0.1066435729308425,FG
BALLYMOTE-TOBERCURRY,"* MULVEY, DARA",M,0.10305579611530373,FG
BALLYMOTE-TOBERCURRY,"O'Connor, Donal",M,0.01868118272918471,SF
BALLYMOTE-TOBERCURRY,"QUEENAN, JOSEPH",M,0.0942100705183719,NON-P
BALLYMOTE-TOBERCURRY,"* TAYLOR, PAUL",M,0.11901521712235556,FF
BALLYMOTE-TOBERCURRY,"Van Aswegen, Jennifer",F,0.023691698626747495,SF
SLIGO-DRUMCLIFF,"* CASSERLY, MARIE",F,0.15104278649752742,NON-P
SLIGO-DRUMCLIFF,"De Salle, Rob",M,0.0122554289400129,TIP
SLIGO-DRUMCLIFF,"* Fox, Tom",M,0.10836379273274564,FG
SLIGO-DRUMCLIFF,"Gallagher, Amanda",F,0.032036121264244245,IFP
SLIGO-DRUMCLIFF,"* GILROY, DÓNAL",M,0.12502687594065792,FF
SLIGO-DRUMCLIFF,"* HEALY, THOMAS.",M,0.15577295205332187,SF
SLIGO-DRUMCLIFF,"Mc Gurran, Colm",M,0.04525908406794238,NON-P
SLIGO-DRUMCLIFF,"MC SHARRY, EDEL",F,0.14265749301225542,FF
SLIGO-DRUMCLIFF,"Piwowarczyk, Agnieszka",F,0.024295850354762418,GRN
SLIGO-DRUMCLIFF,"* WALSH, THOMAS",M,0.20328961513652977,FG
SLIGO-STRANDHILL,"* BREE, DECLAN",M,0.18484666265784727,NON-P
SLIGO-STRANDHILL,"COSGROVE, NESSA",F,0.10114251352976548,LAB
SLIGO-STRANDHILL,"Donnelly, Pauline",F,0.03884546001202646,SF
SLIGO-STRANDHILL,"Filan, Finbarr",M,0.04882742032471437,NON-P
SLIGO-STRANDHILL,"* GIBBONS, ARTHUR",M,0.08911605532170776,SF
SLIGO-STRANDHILL,"Gogan, Johnny",M,0.025616355983162958,GRN
SLIGO-STRANDHILL,"Kelly, Michael",M,0.021888153938665063,TIP
SLIGO-STRANDHILL,"Kilgannon, Seamus",M,0.05508117859290439,FF
SLIGO-STRANDHILL,"Lawlor, Jim",M,0.015273601924233313,NON-P
SLIGO-STRANDHILL,"Mac Conville, Diarmuid",M,0.0038484666265784727,NON-P
SLIGO-STRANDHILL,"* MAC SHARRY, TOM",M,0.16524353577871317,FF
SLIGO-STRANDHILL,"Monaghan, Graham",M,0.022369212266987373,ANT
SLIGO-STRANDHILL,"NEALON, FERGAL",M,0.13926638604930847,FG
SLIGO-STRANDHILL,"* O’BOYLE, GINO",M,0.08863499699338545,PBP
CLONDALKIN,"Adedeji, Sarah",F,0.054526990078900085,FG
CLONDALKIN,"ADELAIDE, DARRAGH",M,0.0890555425357394,PBP
CLONDALKIN,"* CAREY, WILLIAM",M,0.07538473556753379,SF
CLONDALKIN,"Conlon, Trevor",M,0.029372705257401766,NON-P
CLONDALKIN,"DECOURCY, LINDA",F,0.07593156784626201,INDI
CLONDALKIN,"* Donaghy, Laura",F,0.015389422701351458,GRN
CLONDALKIN,"Ellul, Josh",M,0.017576751816264353,LAB
CLONDALKIN,"* GILLIGAN, TREVOR",M,0.07835325365205843,FF
CLONDALKIN,"Hampson, Mark",M,0.031481915475353485,SF
CLONDALKIN,"Kozyrev, Viktor",M,0.010546051089758613,NON-P
CLONDALKIN,"Masinga, Rosemary",F,0.019451605343332554,SF
CLONDALKIN,"Nugent, Joseph",M,0.033669244590266385,SF
CLONDALKIN,"* Ó BROIN, EOIN",M,0.0703851261620186,SD
CLONDALKIN,"* O'HARA, SHIRLEY",F,0.07710335130067963,FG
CLONDALKIN,"Power, Ciaran",M,0.07272869307085383,FF
CLONDALKIN,"Rizvi, Mahim",M,0.002343566908835247,NON-P
CLONDALKIN,"Robinson, Lauralee",F,0.028279040699945315,TIP
CLONDALKIN,"Tierney, Lynn",F,0.05187094758222014,SD
CLONDALKIN,"* TIMMONS, FRANCIS",M,0.1553003671588157,NON-P
CLONDALKIN,"Ullah, Kahir",M,0.011249121162409188,NON-P
FIRHOUSE-BOHERNABREENA,"* LAWLOR, BRIAN",M,0.20839770971553212,FG
FIRHOUSE-BOHERNABREENA,"BARNES, SARAH",F,0.09088430428065074,FG
FIRHOUSE-BOHERNABREENA,"Holland, Sarah",F,0.0433518131418704,SF
FIRHOUSE-BOHERNABREENA,"MANNION, RÓISÍN",F,0.05362173952558393,SF
FIRHOUSE-BOHERNABREENA,"Foster, Philomena",F,0.032082159411069705,PBP
FIRHOUSE-BOHERNABREENA,"Reddin, Nicholas",M,0.016359174770517133,NON-P
FIRHOUSE-BOHERNABREENA,"Meany, Helen",F,0.05298554939561938,SD
FIRHOUSE-BOHERNABREENA,"* EDGE, ALAN",M,0.23429973643551757,NON-P
FIRHOUSE-BOHERNABREENA,"* MURPHY, EMMA",F,0.16940834317913298,FF
FIRHOUSE-BOHERNABREENA,"* Hagin Meade, Lyn",F,0.05253112787421612,GRN
FIRHOUSE-BOHERNABREENA,"Mac Oireachtaigh, Yan",M,0.046078342270289924,TNP
LUCAN,"COYLE, ROBERt",M,0.03185319830347096,TIP
LUCAN,"BRADY, CAROLINE",F,0.10378256729853717,FG
LUCAN,"* CASSERLY, VICKI",F,0.13624166883060676,FG
LUCAN,"* Ó BRADAIGH, DERREn",M,0.057041461092356964,SF
LUCAN,"DWYER, LORRAINe",F,0.0270059724746819,SF
LUCAN,"AGBANA, EBEn",M,0.00796329957586774,NON-P
LUCAN,"KUNJALAKATU, JOSEPH ROy",M,0.02795810611962261,NON-P
LUCAN,"NOLAN, STEPHEn",M,0.033151562364753744,SD
LUCAN,"SHAH, KAMAl",M,0.045096511728555354,NON-P
LUCAN,"KERINS, MARk",M,0.03271877434432615,PBP
LUCAN,"CONWAY, FRANk",M,0.03116073747078681,FF
LUCAN,"* O'TOOLE, LIONA",F,0.10655241062927379,NON-P
LUCAN,"* GOGARTY, PAUL NICHOLAS",M,0.231195360512421,NON-P
LUCAN,"RAM, JITHIn",M,0.051242101618627196,GRN
LUCAN,"* TUFFY, JOANNA",F,0.07703626763611184,LAB
PALMERSTOWN-FONTHILL,"* Gogarty, Paul Nicholas",M,0.0722170638605179,NON-P
PALMERSTOWN-FONTHILL,"Jahanzab, Sikandar",M,0.025585474053440627,FG
PALMERSTOWN-FONTHILL,"Griffin, Emma",F,0.039925719591457756,FG
PALMERSTOWN-FONTHILL,"Ó Murchú, Cathal",M,0.031569173630454965,SF
PALMERSTOWN-FONTHILL,"Nolan, Ruth",F,0.0323945115031466,SF
PALMERSTOWN-FONTHILL,"FENNEL, NIAMH",F,0.0874858145053131,SF
PALMERSTOWN-FONTHILL,"Loftus, Daniel",M,0.07056638811513463,SF
PALMERSTOWN-FONTHILL,"MOORE, GLEN",M,0.09945321365934179,IFP
PALMERSTOWN-FONTHILL,"* HAYES, ALAN",M,0.13772825750541628,NON-P
PALMERSTOWN-FONTHILL,"* MOYNIHAN, SHANE",M,0.13906943154854018,FF
PALMERSTOWN-FONTHILL,"Fitzgerald, Shane",M,0.02073661405137728,NON-P
PALMERSTOWN-FONTHILL,"Gardiner, David",M,0.037552873207469306,TWP
PALMERSTOWN-FONTHILL,"* JOHANSSON, MADELEINE",F,0.07861343237387805,PBP
PALMERSTOWN-FONTHILL,"Olatunji, Funmi Soyemi",F,0.014340245538017125,LAB
PALMERSTOWN-FONTHILL,"Doran, Karla",F,0.022593624264933457,GRN
PALMERSTOWN-FONTHILL,"Callaghan, Gavin",M,0.0211492829877231,NON-P
PALMERSTOWN-FONTHILL,"Quinn, Colm",M,0.06901887960383782,ANT
RATHFARNHAM-TEMPLEOGUE,"MAC OIREACHTAIGH, YAn",M,0.018606101553973287,TNP
RATHFARNHAM-TEMPLEOGUE,"* MCMANUS, DAVID",M,0.06714827711657398,FG
RATHFARNHAM-TEMPLEOGUE,"* MCCRAVE, LYNN",F,0.0841952081492646,FG
RATHFARNHAM-TEMPLEOGUE,"DILLION, ANNe",F,0.040538433553349615,SF
RATHFARNHAM-TEMPLEOGUE,"FANNING, ENDa",M,0.017514682189075412,SF
RATHFARNHAM-TEMPLEOGUE,"KELLY, CONOr",M,0.029728184605789718,PBP
RATHFARNHAM-TEMPLEOGUE,"* SINNOTT, JUSTIN",M,0.05488280234915025,SD
RATHFARNHAM-TEMPLEOGUE,"* MCMAHON, RONAN",M,0.14931656358817108,NON-P
RATHFARNHAM-TEMPLEOGUE,"* KEARNS, PAMELA",F,0.17363962372018085,LAB
RATHFARNHAM-TEMPLEOGUE,"AHERN, CIARÁN",M,0.10514006548516189,LAB
RATHFARNHAM-TEMPLEOGUE,"* GUERET, LILIAn",F,0.055766332311210434,FF
RATHFARNHAM-TEMPLEOGUE,"* COLLINS, YVONNE",F,0.08788524504963359,FF
RATHFARNHAM-TEMPLEOGUE,"* LYNCH, MARk",M,0.0538433553349618,GRN
RATHFARNHAM-TEMPLEOGUE,"RAFFERTY, CONOr",M,0.014396341146510056,TIP
RATHFARNHAM-TEMPLEOGUE,"O’KEEFFE, COLm",M,0.003793981601787849,NON-P
RATHFARNHAM-TEMPLEOGUE,"MCMAHON, CONOr",M,0.04360480224520555,FG
TALLAGHT-CENTRAL,"HARRINGTON, KEn",M,0.034335443037974686,NON-P
TALLAGHT-CENTRAL,"PEREPPADAN, BRITTO",M,0.12199367088607595,FG
TALLAGHT-CENTRAL,"DUGGAN, SHANe",M,0.047547468354430376,SF
TALLAGHT-CENTRAL,"RUSSELL, ROBERt",M,0.020965189873417722,SF
TALLAGHT-CENTRAL,"WHELAN, NIAMH",F,0.044857594936708864,SF
TALLAGHT-CENTRAL,"MCCANN, CORa",F,0.0442246835443038,SF
TALLAGHT-CENTRAL,"SPEAR, JESS",F,0.06795886075949367,PBP
TALLAGHT-CENTRAL,"OWENS, JIMMy",M,0.020490506329113926,NON-P
TALLAGHT-CENTRAL,"* MAHON, KIERAn",M,0.052927215189873415,PBP
TALLAGHT-CENTRAL,"* COSTELLO, TERESA",F,0.152373417721519,FF
TALLAGHT-CENTRAL,"KAVANAGH, THYEs",M,0.02966772151898734,FF
TALLAGHT-CENTRAL,"* MULHALL, VANESSa",F,0.01977848101265823,GRN
TALLAGHT-CENTRAL,"* DUFF, MICK",M,0.1533227848101266,NON-P
TALLAGHT-CENTRAL,"NI CHONARAIN, SAOIRSe",F,0.03599683544303797,ANT
TALLAGHT-CENTRAL,"DWYER, PHILIp",M,0.0439873417721519,IF
TALLAGHT-CENTRAL,"* HOLOHAN, PATRICK PEARSE",M,0.07650316455696203,NON-P
TALLAGHT-CENTRAL,"DALY, DAVe",M,0.023496835443037975,IF
TALLAGHT-CENTRAL,"MAC OIREACHTAIGH, YAn",M,0.009572784810126583,TNP
TALLAGHT-SOUTH,"MAC OIREACHTAIGH, YAn",M,0.05318302387267904,TNP
TALLAGHT-SOUTH,"* HOLOHAN, PATRICK PEARSE",M,0.21790450928381963,NON-P
TALLAGHT-SOUTH,"* PEREPPADAN, BABY",M,0.15543766578249338,FG
TALLAGHT-SOUTH,"CLINTON, ANTHONy",M,0.04482758620689655,SF
TALLAGHT-SOUTH,"* KING, CATHAl",M,0.08713527851458885,SF
TALLAGHT-SOUTH,"* DUNNE, LOUISE",F,0.07294429708222812,SF
TALLAGHT-SOUTH,"CONLON, GERALDINe",F,0.012599469496021221,NON-P
TALLAGHT-SOUTH,"KEANE, KAY",F,0.07413793103448275,PBP
TALLAGHT-SOUTH,"* RICHARDSON, DERMOT",M,0.08938992042440318,NON-P
TALLAGHT-SOUTH,"NUGENT, PATRICe",F,0.009814323607427056,PAW
TALLAGHT-SOUTH,"* WHELAN, LEAh",F,0.052652519893899206,PBP
TALLAGHT-SOUTH,"MCENEANEY, SUZANNe",F,0.011007957559681697,GRN
TALLAGHT-SOUTH,"SMYTH, ADAm",M,0.027453580901856765,FF
TALLAGHT-SOUTH,"PRENDERGAST, LYNDa",F,0.09151193633952255,FF
CAHIR,"* ANGLIM, MICHEÁL",M,0.12613114297647224,FF
CAHIR,"ENGLISh, PJ",M,0.0481692885980788,FF
CAHIR,"FITZGERALD, BILl",M,0.01851594041486844,NON-P
CAHIR,"HENNESSY, TOm",M,0.057636085201169425,NON-P
CAHIR,"* MCGRATH, MÁIRÍN",F,0.2894333843797856,NON-P
CAHIR,"* MOLONEY, ANDY",M,0.24530140609773074,NON-P
CAHIR,"MOYNIHAN, ALAn",M,0.013782542113323124,SD
CAHIR,"* MURPHY, MARIE",F,0.1605178894612279,FG
CAHIR,"Ó HÉANNA, CATHAl",M,0.030906306557148825,SF
CAHIR,"SMITH, SHANe",M,0.009606014200194905,NON-P
CARRICK-ON-SUIR,"* BOURKE, KIERAN",M,0.14745219409749089,FF
CARRICK-ON-SUIR,"BRENNAN, MICHAEL 'CHICKEN'",M,0.16425334364982866,LAB
CARRICK-ON-SUIR,"* DUNNE, DAVID",M,0.1833757046534763,SF
CARRICK-ON-SUIR,"* FITZGERALD, MARK",M,0.1480048634906599,FG
CARRICK-ON-SUIR,"* GOLDSBORO, IMELDA",F,0.20979330164695478,FF
CARRICK-ON-SUIR,"MURPHY, MARTIn",M,0.03304962971150658,IFP
CARRICK-ON-SUIR,"* O'MEARA, KEVIn",M,0.1140709627500829,NON-P
CASHEL-TIPPERARY,"* BLACK, TONy",M,0.05673986215739702,SF
CASHEL-TIPPERARY,"BROWNE, LIAM",M,0.13343484532777689,NON-P
CASHEL-TIPPERARY,"BROWNE, MOLLy",F,0.013944542394614522,SF
CASHEL-TIPPERARY,"* BURGESS, DECLAN",M,0.14842122134957525,FG
CASHEL-TIPPERARY,"* CROSSE, JOHN",M,0.08198429235454399,FG
CASHEL-TIPPERARY,"FINNAN, JACQUi",F,0.032617406635678796,FF
CASHEL-TIPPERARY,"FOGARTY, MATTHEw",M,0.027247956403269755,FG
CASHEL-TIPPERARY,"* HANNA HOURIGAN, MARY",F,0.0922423465298926,FG
CASHEL-TIPPERARY,"* KENNEDY, ROGER",M,0.09761179676230165,FF
CASHEL-TIPPERARY,"MCGRATH, JOHn",M,0.03053373938131111,TNP
CASHEL-TIPPERARY,"O'DONNELL, PEADAr",M,0.02075653149543196,NON-P
CASHEL-TIPPERARY,"O'HENEY, JOHN",M,0.2030774162526046,NON-P
CASHEL-TIPPERARY,"* RYAN SHINER, ANNEMARIE",F,0.06138804295560186,SF
CLONMEL,"* AMBROSE, SIOBHÁN",F,0.1554436105685206,FF
CLONMEL,"DEMPSEY, DEIRDRe",F,0.03300092525958672,NON-P
CLONMEL,"* DENNEHY, NIALL P",M,0.06384291148349953,NON-P
CLONMEL,"DINGIVAN, NATASHa",F,0.028991467050478052,SF
CLONMEL,"* ENGLISH, PAT",M,0.16181762105479594,WUA
CLONMEL,"* FITZGERALD, JOHN",M,0.11658270792639046,FG
CLONMEL,"JOHNSON, TERESa",F,0.03217847229361571,WUA
CLONMEL,"MADIGAN, MYRIAm",F,0.01624344607792742,GRN
CLONMEL,"MCGRATH, DEAn",M,0.03289811863884034,SF
CLONMEL,"* MOLLOY, RICHIE",M,0.07669373907679655,NON-P
CLONMEL,"* MURPHY, MICHAEL",M,0.28230698056954867,FG
NENAGH,"* HANNIGAN, JOE",M,0.2137046607330845,NON-P
NENAGH,"MAHER, ELEANOr",F,0.07062876830318691,FG
NENAGH,"MORGAN WALSH, LOUISE",F,0.11580055507704086,LAB
NENAGH,"* MORRIS, SÉAMUS",M,0.13723801320700546,NON-P
NENAGH,"O'DONOGHUE, DAMIAn",M,0.10489042013589817,SF
NENAGH,"* O'MEARA, MICHAEL",M,0.1743707531821227,NON-P
NENAGH,"O'MEARA, RYAN",M,0.14613838644846397,FF
NENAGH,"POCOCK, IVa",F,0.037228442913197435,GRN
NEWPORT,"AHERN, DAVId",M,0.015413070283600493,NON-P
NEWPORT,"* BONFIELD, FIONA",F,0.28927250308261404,LAB
NEWPORT,"* BUGLER, DR PHYLL",F,0.20172626387176326,FG
NEWPORT,"* CARROLL, JOHN",M,0.15400739827373613,FF
NEWPORT,"O'GORMAN, EDDIe",M,0.07324290998766954,INDI
NEWPORT,"QUIRKE O'MEARA, PAMELA",F,0.20530209617755857,NON-P
NEWPORT,"RYAN, GAVIn",M,0.06103575832305795,SF
ROSCREA-TEMPLEMORE,"KENNEDY, WILLIAM",M,0.1370996761424973,FG
ROSCREA-TEMPLEMORE,"* LEE, SHANE",M,0.26760225500779655,NON-P
ROSCREA-TEMPLEMORE,"LEWIS, JORDAn",M,0.014993402902722802,LAB
ROSCREA-TEMPLEMORE,"MALONEY, AISLINg",F,0.014033825116948543,GRN
ROSCREA-TEMPLEMORE,"* MORAN, EDDIE",M,0.17068489864459638,NON-P
ROSCREA-TEMPLEMORE,"Ó CONCHÚIR, BRENDÁn",M,0.0375434808684179,SF
ROSCREA-TEMPLEMORE,"RYAN, DEIRDRE MARIa",F,0.06297229219143577,FF
ROSCREA-TEMPLEMORE,"* SMITH, MICHAEL",M,0.29507016912558476,FF
THURLES,"CAHILL SKEHAN, KAY",F,0.14882422420272737,FF
THURLES,"HARTY, DAn",M,0.07967357457317728,SF
THURLES,"* LOWRY, MICHEÁL",M,0.2345108987436916,NON-P
THURLES,"* RYAN, JIM",M,0.2614624718135939,NON-P
THURLES,"* RYAN, PEGGY",F,0.09964565660904112,FG
THURLES,"* RYAN, SEAN",M,0.1758831740577687,FF
DUNGARVAN,"* CRONIN, TOM",M,0.1340745585349902,FF
DUNGARVAN,"Curran, Padraic",M,0.004142140832788315,NON-P
DUNGARVAN,"* D. MCGUINNESS, CONOR",M,0.15347721822541965,SF
DUNGARVAN,"GEOGHEGAN, DAMIEN",M,0.17266187050359713,FG
DUNGARVAN,"Hallahan, Caren",F,0.032156093307172444,NON-P
DUNGARVAN,"Joyce, Aaron",M,0.014279485502507086,NON-P
DUNGARVAN,"Morrison, Roger",M,0.00763025942882058,NON-P
DUNGARVAN,"Murphy, Monica",F,0.051013734466971876,FG
DUNGARVAN,"* NUGENT, PAT",M,0.11696097667320689,FG
DUNGARVAN,"* O'Donnell, Séamus",M,0.050359712230215826,NON-P
DUNGARVAN,"Ó Faoláin, Críostóir",M,0.037606278613472856,GRN
DUNGARVAN,"O RIORDAN, JOE",M,0.0683453237410072,NON-P
DUNGARVAN,"* PHELAN, THOMAS",M,0.08567691301504252,LAB
DUNGARVAN,"Regan, Fiona",F,0.02223675604970569,SF
DUNGARVAN,"Shaw, Jonathan",M,0.02659690429474602,NON-P
DUNGARVAN,"Whelan, Siobhán",F,0.022781774580335732,SF
LISMORE,"Buckley, Brian",M,0.15153279006596818,NON-P
LISMORE,"* Doocey, Declan",M,0.1086534730306558,FG
LISMORE,"Glasscoe, Lynne",F,0.02813348855258052,GRN
LISMORE,"McCarthy, Michael",M,0.012805587892898719,TIP
LISMORE,"MULCAHY, DONNCHADH",M,0.19169577027551415,SF
LISMORE,"O'DONOVAN, NIAMH",F,0.15541327124563445,FG
LISMORE,"Power, Frank",M,0.024447031431897557,NON-P
LISMORE,"* PRATT, JOHN",M,0.18587504850601475,LAB
LISMORE,"Walsh, Michael J.",M,0.14144353899883585,FF
PORTLAW-KILMACTHOMAS,"* BRAZIL, LIAM",M,0.2544940934771443,FG
PORTLAW-KILMACTHOMAS,"BURKE, CATHERINE",F,0.07704160246533127,SF
PORTLAW-KILMACTHOMAS,"* CLUNE, DECLAN",M,0.11530559835644581,NON-P
PORTLAW-KILMACTHOMAS,"Conway, Frank",M,0.06086286594761171,NON-P
PORTLAW-KILMACTHOMAS,"Duggan, Ben",M,0.04391371340523883,SF
PORTLAW-KILMACTHOMAS,"Guiry, Thomas",M,0.04070364663585003,SF
PORTLAW-KILMACTHOMAS,"Murphy, Ray",M,0.05431432973805855,FF
PORTLAW-KILMACTHOMAS,"* O'LEARY, JOHN",M,0.14175654853620956,FF
PORTLAW-KILMACTHOMAS,"Power, Declan",M,0.012069851052901901,TIP
PORTLAW-KILMACTHOMAS,"* POWER, SEANIE",M,0.19953775038520802,FG
TRAMORE-WATERFORD CITY WEST,"Cleary, Ronan",M,0.03342245989304813,ANT
TRAMORE-WATERFORD CITY WEST,"* CONWAY, JOE",M,0.10585804569761789,NON-P
TRAMORE-WATERFORD CITY WEST,"Dooley, SamANTha",F,0.009844433641225085,PAW
TRAMORE-WATERFORD CITY WEST,"Duffin, Susan",F,0.03937773456490034,SF
TRAMORE-WATERFORD CITY WEST,"Gallwey, Michael",M,0.018351968886728246,IndI
TRAMORE-WATERFORD CITY WEST,"* GRIFFIN, JIM",M,0.08981526494895478,SF
TRAMORE-WATERFORD CITY WEST,"HANNIGAN, BLAISE",M,0.111934856587263,NON-P
TRAMORE-WATERFORD CITY WEST,"Hayes, John",M,0.02977637335926106,SF
TRAMORE-WATERFORD CITY WEST,"Hayes, Richie",M,0.02916869227029655,FG
TRAMORE-WATERFORD CITY WEST,"Hutchinson Smith, Alana",F,0.038405444822557123,SF
TRAMORE-WATERFORD CITY WEST,"* KELLY, JOE",M,0.12992221682061253,NON-P
TRAMORE-WATERFORD CITY WEST,"* Kiely, Cristíona",F,0.045333009236752556,GRN
TRAMORE-WATERFORD CITY WEST,"Mangan, Killian",M,0.03962080700048615,NON-P
TRAMORE-WATERFORD CITY WEST,"McKnight, Mairéad",F,0.029047156052503645,LAB
TRAMORE-WATERFORD CITY WEST,"O'Neill, Melissa",F,0.008385999027710258,NON-P
TRAMORE-WATERFORD CITY WEST,"* O'SULLIVAN, LOLA",F,0.1595770539620807,FG
TRAMORE-WATERFORD CITY WEST,"* QUINLAN, EAMON",M,0.08215848322800194,FF
WATERFORD CITY EAST,"BARRY, DECLAN",M,0.14513335642535505,NON-P
WATERFORD CITY EAST,"Cretzan, Karl",M,0.04629950352153331,SF
WATERFORD CITY EAST,"* DANIELS, DAVID",M,0.1536774044567602,NON-P
WATERFORD CITY EAST,"D'ARCY, JIM",M,0.10068121464034176,FG
WATERFORD CITY EAST,"* FITZGERALD, PAT",M,0.09883385290382173,SF
WATERFORD CITY EAST,"Griffin, Caroline",F,0.039256436901050684,SF
WATERFORD CITY EAST,"* Keating, Stephanie",F,0.054497171227340956,FF
WATERFORD CITY EAST,"* Power, Jody",M,0.07273986837547627,GRN
WATERFORD CITY EAST,"* ROCHE, MARY",F,0.0742408497863988,SD
WATERFORD CITY EAST,"Ryan, Darren",M,0.06604318208059115,NON-P
WATERFORD CITY EAST,"Walsh, John D",M,0.025978524419812955,TIP
WATERFORD CITY EAST,"* WYSE, ADAM",M,0.12261863526151714,FF
WATERFORD CITY SOUTH,"* BAILEY, JOEANNE",F,0.09619021885976763,SF
WATERFORD CITY SOUTH,"BARRY, DONAL",M,0.17441232099432585,NON-P
WATERFORD CITY SOUTH,"Brennan, Breda",F,0.03863820589029992,SF
WATERFORD CITY SOUTH,"Burke, Kevin",M,0.07025128343690894,SF
WATERFORD CITY SOUTH,"Burns, Vivienne",F,0.046338827343961095,FF
WATERFORD CITY SOUTH,"Carroll, Lisa",F,0.02580383680086463,NON-P
WATERFORD CITY SOUTH,"Curtin, Patrick",M,0.017968116725209402,PBP
WATERFORD CITY SOUTH,"English, Eric",M,0.010942988381518508,NON-P
WATERFORD CITY SOUTH,"Griffin, Sinéad Ellen",F,0.01891380707916779,SD
WATERFORD CITY SOUTH,"* HEARNE, JOHN",M,0.13915158065387734,SF
WATERFORD CITY SOUTH,"* MURPHY, JASON",M,0.12780329640637667,FF
WATERFORD CITY SOUTH,"Ní Chléirigh, Maolíosa",F,0.021885976763037017,GRN
WATERFORD CITY SOUTH,"* QUINLAN, FRANK",M,0.08565252634423129,FG
WATERFORD CITY SOUTH,"Reinhardt, Seán",M,0.046338827343961095,NON-P
WATERFORD CITY SOUTH,"RYAN, SEAMUS",M,0.07970818697649285,LAB
ATHLONE,"Cleary, Tom",M,0.033120218006498274,NON-P
ATHLONE,"* DOLAN, JOHN",M,0.12724033120218006,FG
ATHLONE,"Dowling-Linehan, Conor",M,0.04664081333193586,SF
ATHLONE,"* Heavin, Louise",F,0.03815113719735877,GRN
ATHLONE,"* HOGAN, PAUL",M,0.03249135310764071,INDI
ATHLONE,"* KEENA, FRANKIE",M,0.14369562938895294,FF
ATHLONE,"Keyes, Ruairí",M,0.019809244314013204,FG
ATHLONE,"Lennon, Ray",M,0.015616811654962792,LAB
ATHLONE,"MORAN, KEVIN 'BOXER'",M,0.3963945079132166,NON-P
ATHLONE,"O'Donohoe, Catrina",F,0.029137406980400377,IFP
ATHLONE,"* O'ROURKE, AENGUS",M,0.11770254690284038,FF
KINNEGAD,"Coyne, Shauna",F,0.05861892583120205,FF
KINNEGAD,"Crum, Brian",M,0.060460358056265984,INDI
KINNEGAD,"DEVINE, ALFIE",M,0.1264450127877238,FF
KINNEGAD,"Fanning, Noeleen",F,0.04378516624040921,NON-P
KINNEGAD,"GAFFNEY, NIALL",M,0.10690537084398977,FF
KINNEGAD,"Herraty, Sarah",F,0.011560102301790281,IF
KINNEGAD,"Izekor, ANThonia",F,0.017902813299232736,FG
KINNEGAD,"JONES, DAVID",M,0.11611253196930946,SF
KINNEGAD,"* LEONARD, DENIS",M,0.1490537084398977,LAB
KINNEGAD,"MacDermott, Seamus",M,0.10035805626598465,FG
KINNEGAD,"McGauley, Ian",M,0.009411764705882352,TIP
KINNEGAD,"Monahan, Frances",M,0.015345268542199489,SF
KINNEGAD,"O'Neill, Laura",F,0.035703324808184146,ANT
KINNEGAD,"Okeke, Carol",F,0.01237851662404092,GRN
KINNEGAD,"Pigott, Maureen",F,0.03867007672634271,SF
KINNEGAD,"* WALLACE, EMILY",F,0.09728900255754476,FG
MOATE,"* FARRELL, TOM",M,0.23955706611117203,FG
MOATE,"Hogan, Paul",M,0.07389540620545992,INDI
MOATE,"Lawlor, John",M,0.04560903409713847,SF
MOATE,"Lynam, Shane",M,0.02960201732266199,IFP
MOATE,"* MCCORMACK, VINNY",M,0.17870847494792239,FF
MOATE,"* MCDANIEL, LIAM",M,0.16226290976866573,FF
MOATE,"O'Brien, Michael",M,0.11237802872492052,NON-P
MOATE,"* PENROSE, JOHNNIE",M,0.157987062822059,LAB
MULLINGAR,"Bennett, Fidelma",F,0.057972579078052464,LAB
MULLINGAR,"* COLLENTINE, BILL",M,0.10137104609737665,FF
MULLINGAR,"* DAVITT, AOIFE",F,0.1053654323653244,FF
MULLINGAR,"* DOLLARD, MICK",M,0.18309403001187521,NON-P
MULLINGAR,"* DUNCAN, ANDREW",M,0.10428586850912232,FG
MULLINGAR,"* GLYNN, KEN",M,0.14271834178991688,FF
MULLINGAR,"Heery, Gerry",M,0.08193889668573896,FG
MULLINGAR,"Hussey, Patrick",M,0.01932419302601749,NON-P
MULLINGAR,"Maguire, Margaret",F,0.03983590629385728,IF
MULLINGAR,"MCCOURT, JULIE",F,0.061751052574759796,SF
MULLINGAR,"Morris, Ali",F,0.0343301306272266,SD
MULLINGAR,"Rooney, Damien",M,0.021483320738421678,SF
MULLINGAR,"* Smyth, Hazel",F,0.046529202202310264,GRN
ENNISCORTHY,"* BROWNE, AIDAN",M,0.1436950146627566,FF
ENNISCORTHY,"* BYRNE, CATHAL",M,0.2021683106727095,FG
